Protein_id	Compartment	Score	Rank
PF3D7_1028100.1-p1	cyto	18	1
PF3D7_1028100.1-p1	cyto_nucl	14.5	2
PF3D7_1028100.1-p1	nucl	9	3
PF3D7_1028100.1-p1	pero	3	4
PF3D7_1028200.1-p1	plas	31	1
PF3D7_1028300.1-p1	nucl	22.5	1
PF3D7_1028300.1-p1	cyto_nucl	14	2
PF3D7_1028300.1-p1	cyto	4.5	3
PF3D7_1028300.1-p1	mito	3	4
PF3D7_1028400.1-p1	cyto	19	1
PF3D7_1028400.1-p1	cyto_nucl	18.1667	2
PF3D7_1028400.1-p1	nucl	11	3
PF3D7_1028400.1-p1	cyto_mito	10.8333	4
PF3D7_1028400.1-p1	cyto_pero	10.8333	5
PF3D7_1028500.1-p1	cyto	22.5	1
PF3D7_1028500.1-p1	cyto_nucl	15.5	2
PF3D7_1028500.1-p1	nucl	5.5	3
PF3D7_1028600.1-p1	cyto	17.5	1
PF3D7_1028600.1-p1	cyto_nucl	15.5	2
PF3D7_1028600.1-p1	nucl	12.5	3
PF3D7_1028700.1-p1	extr	16	1
PF3D7_1028700.1-p1	pero	4.5	2
PF3D7_1028700.1-p1	mito_pero	4.5	3
PF3D7_1028700.1-p1	E.R.	3	4
PF3D7_1028700.1-p1	nucl	2	5
PF3D7_1028700.1-p1	lyso	2	6
PF3D7_1028700.1-p1	golg	2	7
PF3D7_1028800.1-p1	mito	12	1
PF3D7_1028800.1-p1	cyto	9.5	2
PF3D7_1028800.1-p1	cyto_nucl	9	3
PF3D7_1028800.1-p1	nucl	7.5	4
PF3D7_1028900.1-p1	cyto	14	1
PF3D7_1028900.1-p1	plas	12	2
PF3D7_1028900.1-p1	mito_pero	4.5	3
PF3D7_1028900.1-p1	mito	3	4
PF3D7_1029100.1-p1	mito	12	1
PF3D7_1029100.1-p1	nucl	8.5	2
PF3D7_1029100.1-p1	cyto_nucl	6.5	3
PF3D7_1029100.1-p1	E.R._mito	6.5	4
PF3D7_1029100.1-p1	cyto	3.5	5
PF3D7_1029200.1-p1	cyto_nucl	18.3333	1
PF3D7_1029200.1-p1	cyto	15	2
PF3D7_1029200.1-p1	nucl	14.5	3
PF3D7_1029200.1-p1	cyto_pero	9.83333	4
PF3D7_1029300.1-p1	cyto	17	1
PF3D7_1029300.1-p1	cyto_nucl	14.5	2
PF3D7_1029300.1-p1	nucl	10	3
PF3D7_1029300.1-p1	mito	4	4
PF3D7_1029400.1-p1	plas	27	1
PF3D7_1029400.1-p1	cyto	2	2
PF3D7_1029400.1-p1	E.R.	2	3
PF3D7_1029500.1-p1	cyto	12.5	1
PF3D7_1029500.1-p1	cyto_mito	8.16667	2
PF3D7_1029500.1-p1	nucl	6	3
PF3D7_1029500.1-p1	pero	5	4
PF3D7_1029500.1-p1	mito_pero	4.83333	5
PF3D7_1029500.1-p1	extr_plas	3	6
PF3D7_1029500.1-p1	plas	2.5	7
PF3D7_1029500.1-p1	extr	2.5	8
PF3D7_1029500.1-p1	mito	2.5	9
PF3D7_1029600.1-p1	cyto	18.5	1
PF3D7_1029600.1-p1	cyto_nucl	16.3333	2
PF3D7_1029600.1-p1	cyto_pero	12	3
PF3D7_1029600.1-p1	nucl	8	4
PF3D7_1029700.1-p1	plas	18	1
PF3D7_1029700.1-p1	pero	14	2
PF3D7_1029800.1-p1	cyto	14	1
PF3D7_1029800.1-p1	mito	13	2
PF3D7_1029800.1-p1	pero	3	3
PF3D7_1029900.1-p1	cyto_nucl	16	1
PF3D7_1029900.1-p1	cyto	15	2
PF3D7_1029900.1-p1	nucl	13	3
PF3D7_1030000.1-p1	extr	15	1
PF3D7_1030000.1-p1	nucl	10	2
PF3D7_1030000.1-p1	mito	4	3
PF3D7_1030100.1-p1	nucl	30	1
PF3D7_1030200.1-p1	plas	29	1
PF3D7_1030300.1-p1	cyto_nucl	18.3333	1
PF3D7_1030300.1-p1	nucl	17.5	2
PF3D7_1030300.1-p1	cyto	14	3
PF3D7_1030300.1-p1	cyto_mito	8.16667	4
PF3D7_1030400.1-p1	cyto	14	1
PF3D7_1030400.1-p1	cyto_nucl	12	2
PF3D7_1030400.1-p1	nucl	8	3
PF3D7_1030400.1-p1	extr	7	4
PF3D7_1030500.1-p1	cyto_nucl	17.8333	1
PF3D7_1030500.1-p1	cyto	16.5	2
PF3D7_1030500.1-p1	nucl	13	3
PF3D7_1030500.1-p1	cyto_mito	9.5	4
PF3D7_1030600.1-p1	cyto	28	1
PF3D7_1030600.1-p1	cyto_nucl	16.1667	2
PF3D7_1030600.1-p1	cyto_pero	15	3
PF3D7_1030600.1-p1	cyto_plas	15	4
PF3D7_1030700.1-p1	cyto	16.5	1
PF3D7_1030700.1-p1	cyto_nucl	16	2
PF3D7_1030700.1-p1	nucl	12.5	3
PF3D7_1030800.1-p1	cyto	21.5	1
PF3D7_1030800.1-p1	cyto_pero	13.6667	2
PF3D7_1030800.1-p1	cyto_nucl	13.3333	3
PF3D7_1030800.1-p1	pero	4.5	4
PF3D7_1030800.1-p1	extr	3	5
PF3D7_1030800.1-p1	nucl	3	6
PF3D7_1030900.1-p1	pero	13	1
PF3D7_1030900.1-p1	extr	5	2
PF3D7_1030900.1-p1	cyto	3.5	3
PF3D7_1030900.1-p1	cyto_mito	3.5	4
PF3D7_1030900.1-p1	plas	3	5
PF3D7_1030900.1-p1	mito	2.5	6
PF3D7_1030900.1-p1	E.R.	2	7
PF3D7_1031000.1-p1	extr	31	1
PF3D7_1031100.1-p1	cyto	18.5	1
PF3D7_1031100.1-p1	cyto_plas	10	2
PF3D7_1031100.1-p1	extr	8	3
PF3D7_1031100.1-p1	nucl	2	4
PF3D7_1031100.1-p1	mito	2	5
PF3D7_1031100.1-p1	mito_nucl	2	6
PF3D7_1031200.1-p1	cyto	23	1
PF3D7_1031200.1-p1	cyto_nucl	14.5	2
PF3D7_1031200.1-p1	mito	5	3
PF3D7_1031300.1-p1	cyto	19	1
PF3D7_1031300.1-p1	nucl	9	2
PF3D7_1031300.1-p1	cysk	3	3
PF3D7_1031400.2-p1	nucl	24.5	1
PF3D7_1031400.2-p1	cyto_nucl	15.5	2
PF3D7_1031400.2-p1	cyto	5.5	3
PF3D7_1031500.1-p1	nucl	32	1
PF3D7_1031600.1-p1	nucl	19.5	1
PF3D7_1031600.1-p1	cyto_nucl	17.8333	2
PF3D7_1031600.1-p1	cyto	11	3
PF3D7_1031600.1-p1	cyto_mito	6.66667	4
PF3D7_1031700.1-p1	extr	23	1
PF3D7_1031700.1-p1	cyto	4.5	2
PF3D7_1031700.1-p1	cyto_nucl	4.5	3
PF3D7_1031700.1-p1	nucl	3.5	4
PF3D7_1031800.1-p1	cyto	20.5	1
PF3D7_1031800.1-p1	cyto_mito	11	2
PF3D7_1031800.1-p1	nucl	5	3
PF3D7_1031800.1-p1	extr_plas	2	4
PF3D7_1031800.1-p1	plas	1.5	5
PF3D7_1031800.1-p1	extr	1.5	6
PF3D7_1031900.1-p1	E.R.	12	1
PF3D7_1031900.1-p1	plas	9	2
PF3D7_1031900.1-p1	extr	6	3
PF3D7_1031900.1-p1	E.R._mito	6	4
PF3D7_1031900.1-p1	E.R._golg	6	5
PF3D7_1032000.1-p1	nucl	27	1
PF3D7_1032000.1-p1	mito	2	2
PF3D7_1032100.1-p1	nucl	22.5	1
PF3D7_1032100.1-p1	cyto_nucl	14.5	2
PF3D7_1032100.1-p1	cyto	5.5	3
PF3D7_1032200.1-p1	nucl	17	1
PF3D7_1032200.1-p1	cyto_nucl	16	2
PF3D7_1032200.1-p1	cyto	13	3
PF3D7_1032300.1-p1	cyto	19	1
PF3D7_1032300.1-p1	cyto_nucl	14.5	2
PF3D7_1032300.1-p1	nucl	8	3
PF3D7_1032300.1-p1	mito	5	4
PF3D7_1032400.1-p1	plas	30	1
PF3D7_1032500.1-p1	plas	19	1
PF3D7_1032500.1-p1	lyso	10	2
PF3D7_1032600.1-p1	cyto	24.5	1
PF3D7_1032600.1-p1	cyto_nucl	14	2
PF3D7_1032600.1-p1	mito	3.5	3
PF3D7_1032600.1-p1	nucl	2.5	4
PF3D7_1032600.1-p1	mito_pero	2.5	5
PF3D7_1032700.1-p1	cyto	19	1
PF3D7_1032700.1-p1	cyto_nucl	15	2
PF3D7_1032700.1-p1	nucl	9	3
PF3D7_1032800.1-p1	cyto	17	1
PF3D7_1032800.1-p1	cyto_nucl	13.8333	2
PF3D7_1032800.1-p1	cyto_pero	10.5	3
PF3D7_1032800.1-p1	nucl	7.5	4
PF3D7_1032800.1-p1	extr	4	5
PF3D7_1032900.1-p1	plas	31	1
PF3D7_1033000.1-p1	cyto	16	1
PF3D7_1033000.1-p1	cyto_nucl	14	2
PF3D7_1033000.1-p1	nucl	10	3
PF3D7_1033000.1-p1	mito	5	4
PF3D7_1033100.1-p1	cyto	18	1
PF3D7_1033100.1-p1	nucl	7	2
PF3D7_1033100.1-p1	cysk	4	3
PF3D7_1033200.1-p1	extr	11.5	1
PF3D7_1033200.1-p1	E.R.	10	2
PF3D7_1033200.1-p1	extr_plas	9.5	3
PF3D7_1033200.1-p1	plas	6.5	4
PF3D7_1033300.1-p1	mito	16	1
PF3D7_1033300.1-p1	extr	7	2
PF3D7_1033300.1-p1	cyto_nucl	6	3
PF3D7_1033300.1-p1	nucl	4	4
PF3D7_1033300.1-p1	cyto	4	5
PF3D7_1033400.1-p1	cyto	19	1
PF3D7_1033400.1-p1	cyto_nucl	15.3333	2
PF3D7_1033400.1-p1	cyto_plas	10.8333	3
PF3D7_1033400.1-p1	extr	5	4
PF3D7_1033400.1-p1	nucl	4.5	5
PF3D7_1033500.1-p1	cyto	17	1
PF3D7_1033500.1-p1	cyto_nucl	15.8333	2
PF3D7_1033500.1-p1	nucl	13.5	3
PF3D7_1033500.1-p1	cyto_mito	9.33333	4
PF3D7_1033600.1-p1	nucl	30	1
PF3D7_1033700.1-p1	cyto	15.5	1
PF3D7_1033700.1-p1	cysk	12	2
PF3D7_1033700.1-p1	cyto_nucl	9.5	3
PF3D7_1033700.1-p1	nucl	2.5	4
PF3D7_1033800.1-p1	extr	17	1
PF3D7_1033800.1-p1	E.R.	13	2
PF3D7_1033900.1-p1	cyto	22	1
PF3D7_1033900.1-p1	cyto_nucl	16.5	2
PF3D7_1033900.1-p1	nucl	7	3
PF3D7_1034000.1-p1	cyto	18	1
PF3D7_1034000.1-p1	cyto_nucl	13.3333	2
PF3D7_1034000.1-p1	cyto_mito	10.1667	3
PF3D7_1034000.1-p1	nucl	7.5	4
PF3D7_1034000.1-p1	plas	2.5	5
PF3D7_1034000.1-p1	extr_plas	2	6
PF3D7_1034100.1-p1	extr	24	1
PF3D7_1034100.1-p1	cyto	7	2
PF3D7_1034200.1-p1	E.R.	11	1
PF3D7_1034200.1-p1	extr	7	2
PF3D7_1034200.1-p1	pero	5	3
PF3D7_1034200.1-p1	extr_plas	5	4
PF3D7_1034200.1-p1	plas	3	5
PF3D7_1034200.1-p1	cyto_pero	3	6
PF3D7_1034300.1-p1	cyto	18.5	1
PF3D7_1034300.1-p1	cyto_nucl	16.5	2
PF3D7_1034300.1-p1	nucl	11.5	3
PF3D7_1034400.1-p1	mito	26	1
PF3D7_1034400.1-p1	cyto	6	2
PF3D7_1034500.1-p1	cyto	15	1
PF3D7_1034500.1-p1	pero	10	2
PF3D7_1034500.1-p1	mito_pero	7.33333	3
PF3D7_1034500.1-p1	plas	4	4
PF3D7_1034500.1-p1	mito	2.5	5
PF3D7_1034600.1-p1	cyto	20.5	1
PF3D7_1034600.1-p1	cyto_nucl	12	2
PF3D7_1034600.1-p1	mito	7	3
PF3D7_1034600.1-p1	nucl	2.5	4
PF3D7_1034700.1-p1	extr	11	1
PF3D7_1034700.1-p1	cyto	8	2
PF3D7_1034700.1-p1	mito	8	3
PF3D7_1034700.1-p1	cyto_mito	8	4
PF3D7_1034800.1-p1	mito	19	1
PF3D7_1034800.1-p1	cyto	10	2
PF3D7_1034900.1-p1	cyto	25	1
PF3D7_1034900.1-p1	mito	4	2
PF3D7_1035000.1-p1	cyto	17	1
PF3D7_1035000.1-p1	cyto_nucl	13.8333	2
PF3D7_1035000.1-p1	nucl	9.5	3
PF3D7_1035000.1-p1	cyto_mito	9.33333	4
PF3D7_1035000.1-p1	plas	2.5	5
PF3D7_1035100.1-p1	cyto	15	1
PF3D7_1035100.1-p1	mito	9	2
PF3D7_1035100.1-p1	cyto_nucl	9	3
PF3D7_1035200.1-p1	extr	23	1
PF3D7_1035200.1-p1	E.R.	3	2
PF3D7_1035200.1-p1	golg	3	3
PF3D7_1035200.1-p1	E.R._golg	3	4
PF3D7_1035300.1-p1	extr	16	1
PF3D7_1035300.1-p1	mito	6	2
PF3D7_1035300.1-p1	nucl	3.5	3
PF3D7_1035300.1-p1	cyto_nucl	3.5	4
PF3D7_1035300.1-p1	pero	3	5
PF3D7_1035400.1-p1	extr	19.5	1
PF3D7_1035400.1-p1	extr_plas	10.5	2
PF3D7_1035400.1-p1	mito	5	3
PF3D7_1035400.1-p1	E.R.	5	4
PF3D7_1035400.1-p1	E.R._mito	5	5
PF3D7_1035500.1-p1	cyto_nucl	11	1
PF3D7_1035500.1-p1	extr	10	2
PF3D7_1035500.1-p1	nucl	8.5	3
PF3D7_1035500.1-p1	cyto	8.5	4
PF3D7_1035500.1-p1	mito	4	5
PF3D7_1035600.1-p1	cyto	16.5	1
PF3D7_1035600.1-p1	cyto_nucl	11.5	2
PF3D7_1035600.1-p1	mito	9	3
PF3D7_1035600.1-p1	nucl	5.5	4
PF3D7_1035700.1-p1	cyto	8	1
PF3D7_1035700.1-p1	pero	6.5	2
PF3D7_1035700.1-p1	mito_pero	6	3
PF3D7_1035700.1-p1	extr	5	4
PF3D7_1035700.1-p1	cyto_plas	5	5
PF3D7_1035700.1-p1	golg	4.5	6
PF3D7_1035700.1-p1	E.R._golg	4	7
PF3D7_1035800.1-p1	extr	19	1
PF3D7_1035800.1-p1	E.R.	4	2
PF3D7_1035800.1-p1	lyso	3	3
PF3D7_1035800.1-p1	golg	3	4
PF3D7_1035900.1-p1	E.R.	18	1
PF3D7_1035900.1-p1	extr	12	2
PF3D7_1036000.1-p1	extr	28	1
PF3D7_1036000.1-p1	E.R.	2	2
PF3D7_1036300.1-p1	E.R.	13	1
PF3D7_1036300.1-p1	extr	9	2
PF3D7_1036300.1-p1	pero	8	3
PF3D7_1036400.1-p1	extr	19	1
PF3D7_1036400.1-p1	E.R.	10	2
PF3D7_1036400.1-p1	extr_plas	10	3
PF3D7_1036500.1-p1	cyto	19.5	1
PF3D7_1036500.1-p1	cyto_nucl	16	2
PF3D7_1036500.1-p1	nucl	7.5	3
PF3D7_1036500.1-p1	cysk	3	4
PF3D7_1036600.1-p1	mito	25.5	1
PF3D7_1036600.1-p1	mito_nucl	15	2
PF3D7_1036600.1-p1	nucl	3.5	3
PF3D7_1036700.1-p1	cyto	16	1
PF3D7_1036700.1-p1	extr	10	2
PF3D7_1036700.1-p1	nucl	5	3
PF3D7_1036700.1-p1	extr_plas	5	4
PF3D7_1036800.1-p1	plas	29	1
PF3D7_1036900.1-p1	nucl	24	1
PF3D7_1036900.1-p1	cyto_nucl	14	2
PF3D7_1036900.1-p1	extr	3	3
PF3D7_1036900.1-p1	mito	3	4
PF3D7_1037000.1-p1	plas	23	1
PF3D7_1037000.1-p1	E.R.	5	2
PF3D7_1037000.1-p1	mito	2	3
PF3D7_1037100.1-p1	E.R.	11	1
PF3D7_1037100.1-p1	extr	9	2
PF3D7_1037100.1-p1	pero	5	3
PF3D7_1037100.1-p1	cyto	3	4
PF3D7_1037100.1-p1	plas	2	5
PF3D7_1037100.1-p1	cyto_nucl	2	6
PF3D7_1037200.1-p1	mito	9	1
PF3D7_1037200.1-p1	nucl	8	2
PF3D7_1037200.1-p1	cyto_nucl	7.5	3
PF3D7_1037200.1-p1	cyto	5	4
PF3D7_1037200.1-p1	mito_pero	5	5
PF3D7_1037200.1-p1	plas	4	6
PF3D7_1037200.1-p1	E.R.	4	7
PF3D7_1037300.1-p1	cyto	16	1
PF3D7_1037300.1-p1	E.R._mito	6.5	2
PF3D7_1037300.1-p1	E.R.	4.5	3
PF3D7_1037300.1-p1	nucl	4	4
PF3D7_1037300.1-p1	pero	4	5
PF3D7_1037400.1-p1	mito	12	1
PF3D7_1037400.1-p1	cyto	10.5	2
PF3D7_1037400.1-p1	cyto_nucl	9.5	3
PF3D7_1037400.1-p1	nucl	7.5	4
PF3D7_1037500.1-p1	cyto	24	1
PF3D7_1037500.1-p1	mito	4	2
PF3D7_1037500.1-p1	nucl	3	3
PF3D7_1037600.1-p1	nucl	23.5	1
PF3D7_1037600.1-p1	cyto_nucl	15.5	2
PF3D7_1037600.1-p1	cyto	6.5	3
PF3D7_1037700.1-p1	cyto	18	1
PF3D7_1037700.1-p1	mito	13	2
PF3D7_1037800.1-p1	plas	24	1
PF3D7_1037800.1-p1	cyto_nucl	4	2
PF3D7_1037800.1-p1	nucl	3.5	3
PF3D7_1037800.1-p1	cyto	3.5	4
PF3D7_1037900.1-p1	mito	10	1
PF3D7_1037900.1-p1	cyto	9	2
PF3D7_1037900.1-p1	cyto_nucl	8	3
PF3D7_1037900.1-p1	plas	5	4
PF3D7_1037900.1-p1	nucl	5	5
PF3D7_1038000.2-p1	plas	15	1
PF3D7_1038000.2-p1	extr	14	2
PF3D7_1038100.1-p1	cyto	14	1
PF3D7_1038100.1-p1	mito	10	2
PF3D7_1038100.1-p1	cyto_pero	9	3
PF3D7_1038100.1-p1	nucl	2	4
PF3D7_1038100.1-p1	E.R.	2	5
PF3D7_1038100.1-p1	pero	2	6
PF3D7_1038200.1-p1	mito	15	1
PF3D7_1038200.1-p1	cyto	10.5	2
PF3D7_1038200.1-p1	cyto_nucl	8	3
PF3D7_1038200.1-p1	extr	4	4
PF3D7_1038300.1-p1	cyto_nucl	18	1
PF3D7_1038300.1-p1	nucl	16.5	2
PF3D7_1038300.1-p1	cyto	14.5	3
PF3D7_1038400.1-p1	cyto	11	1
PF3D7_1038400.1-p1	cyto_nucl	9.5	2
PF3D7_1038400.1-p1	mito	6.5	3
PF3D7_1038400.1-p1	nucl	6	4
PF3D7_1038400.1-p1	mito_pero	5.5	5
PF3D7_1038400.1-p1	pero	3.5	6
PF3D7_1038400.1-p1	plas	3	7
PF3D7_1038500.1-p1	plas	19	1
PF3D7_1038500.1-p1	cyto	9	2
PF3D7_1038500.1-p1	nucl	3	3
PF3D7_1038600.1-p1	plas	28	1
PF3D7_1038600.1-p1	nucl	2	2
PF3D7_1038700.1-p1	plas	24	1
PF3D7_1038700.1-p1	mito	4	2
PF3D7_1038700.1-p1	cyto	2	3
PF3D7_1038700.1-p1	E.R.	2	4
PF3D7_1038700.1-p1	mito_pero	2	5
PF3D7_1038700.1-p1	mito_nucl	2	6
PF3D7_1038800.1-p1	plas	31	1
PF3D7_1038900.1-p1	cyto	21	1
PF3D7_1038900.1-p1	cyto_nucl	15.5	2
PF3D7_1038900.1-p1	nucl	6	3
PF3D7_1038900.1-p1	golg	3	4
PF3D7_1039000.1-p1	cyto	13	1
PF3D7_1039000.1-p1	cyto_nucl	11.3333	2
PF3D7_1039000.1-p1	cyto_mito	9.66667	3
PF3D7_1039000.1-p1	nucl	8.5	4
PF3D7_1039000.1-p1	mito	5	5
PF3D7_1039000.1-p1	mito_pero	4.33333	6
PF3D7_1039700.1-p1	plas	21	1
PF3D7_1039700.1-p1	pero	7	2
PF3D7_1039700.1-p1	extr	1	3
PF3D7_1039700.1-p1	nucl	1	4
PF3D7_1039700.1-p1	E.R.	1	5
PF3D7_1039700.1-p1	golg	1	6
PF3D7_1039700.1-p1	E.R._golg	1	7
PF3D7_1040000.1-p1	E.R.	14.5	1
PF3D7_1040000.1-p1	extr	11	2
PF3D7_1040000.1-p1	E.R._golg	9	3
PF3D7_1040000.1-p1	golg	2.5	4
PF3D7_1040100.1-p1	plas	22	1
PF3D7_1040100.1-p1	E.R.	4	2
PF3D7_1040100.1-p1	extr	2	3
PF3D7_1040100.1-p1	golg	2	4
PF3D7_1040100.1-p1	E.R._mito	2	5
PF3D7_1040200.1-p1	pero	21	1
PF3D7_1040200.1-p1	plas	4	2
PF3D7_1040200.1-p1	E.R.	3	3
PF3D7_1040200.1-p1	extr	1	4
PF3D7_1040200.1-p1	nucl	1	5
PF3D7_1040200.1-p1	mito	1	6
PF3D7_1040200.1-p1	golg	1	7
PF3D7_1040200.1-p1	mito_nucl	1	8
PF3D7_1040300.1-p1	plas	16	1
PF3D7_1040300.1-p1	E.R.	8	2
PF3D7_1040300.1-p1	cysk_plas	8	3
PF3D7_1040300.1-p1	cyto_plas	8	4
PF3D7_1040400.1-p1	pero	14	1
PF3D7_1040400.1-p1	plas	6	2
PF3D7_1040400.1-p1	extr_plas	6	3
PF3D7_1040400.1-p1	extr	4	4
PF3D7_1040400.1-p1	E.R.	4	5
PF3D7_1040400.1-p1	mito	2	6
PF3D7_1040400.1-p1	golg	2	7
PF3D7_1040500.1-p1	E.R.	18	1
PF3D7_1040500.1-p1	plas	12	2
PF3D7_1040600.1-p1	plas	22	1
PF3D7_1040600.1-p1	pero	5	2
PF3D7_1040600.1-p1	E.R.	2	3
PF3D7_1040600.1-p1	golg	2	4
PF3D7_1040600.1-p1	E.R._golg	2	5
PF3D7_1040700.1-p1	pero	19	1
PF3D7_1040700.1-p1	E.R.	8	2
PF3D7_1040700.1-p1	plas	2	3
PF3D7_1040800.1-p1	plas	15	1
PF3D7_1040800.1-p1	extr	6	2
PF3D7_1040800.1-p1	E.R.	5	3
PF3D7_1040800.1-p1	lyso	3	4
PF3D7_1040900.1-p1	pero	12	1
PF3D7_1040900.1-p1	mito	7.5	2
PF3D7_1040900.1-p1	cyto_mito	4.5	3
PF3D7_1040900.1-p1	plas	3	4
PF3D7_1040900.1-p1	extr	3	5
PF3D7_1040900.1-p1	E.R.	3	6
PF3D7_1040900.1-p1	extr_plas	3	7
PF3D7_1041000.1-p1	pero	13	1
PF3D7_1041000.1-p1	extr	6	2
PF3D7_1041000.1-p1	extr_plas	6	3
PF3D7_1041000.1-p1	E.R.	5	4
PF3D7_1041000.1-p1	plas	4	5
PF3D7_1041000.1-p1	golg	2	6
PF3D7_1041100.1-p1	pero	21	1
PF3D7_1041100.1-p1	plas	6	2
PF3D7_1041100.1-p1	E.R.	2	3
PF3D7_1041200.1-p1	pero	19	1
PF3D7_1041200.1-p1	E.R.	5	2
PF3D7_1041200.1-p1	plas	4	3
PF3D7_1041200.1-p1	mito	2	4
PF3D7_1041200.1-p1	cysk_plas	2	5
PF3D7_1041200.1-p1	cyto_plas	2	6
PF3D7_1041300.1-p1	cyto	15	1
PF3D7_1041300.1-p1	cyto_nucl	11.8333	2
PF3D7_1041300.1-p1	cyto_mito	8.66667	3
PF3D7_1041300.1-p1	nucl	7.5	4
PF3D7_1041300.1-p1	pero	4.5	5
PF3D7_1041300.1-p1	mito_pero	3.33333	6
PF3D7_1100100.1-p1	nucl	16	1
PF3D7_1100100.1-p1	cyto	13	2
PF3D7_1100200.1-p1	nucl	10.5	1
PF3D7_1100200.1-p1	cyto_nucl	10.3333	2
PF3D7_1100200.1-p1	cyto	9	3
PF3D7_1100200.1-p1	cyto_mito	5.66667	4
PF3D7_1100200.1-p1	cyto_plas	5.66667	5
PF3D7_1100200.1-p1	pero	4.5	6
PF3D7_1100300.1-p1	pero	18	1
PF3D7_1100300.1-p1	plas	3	2
PF3D7_1100300.1-p1	E.R.	3	3
PF3D7_1100300.1-p1	mito	2.5	4
PF3D7_1100300.1-p1	extr_plas	2.5	5
PF3D7_1100300.1-p1	E.R._golg	2.5	6
PF3D7_1100400.1-p1	plas	20	1
PF3D7_1100400.1-p1	E.R.	5	2
PF3D7_1100400.1-p1	lyso	3	3
PF3D7_1100400.1-p1	extr	2	4
PF3D7_1100400.1-p1	mito_pero	2	5
PF3D7_1100500.1-p1	pero	19	1
PF3D7_1100500.1-p1	mito	3.5	2
PF3D7_1100500.1-p1	plas	3	3
PF3D7_1100500.1-p1	E.R.	3	4
PF3D7_1100500.1-p1	cyto_mito	2.5	5
PF3D7_1101100.1-p1	pero	18	1
PF3D7_1101100.1-p1	plas	6	2
PF3D7_1101100.1-p1	E.R.	3	3
PF3D7_1101100.1-p1	cysk_plas	3	4
PF3D7_1101200.1-p1	plas	13	1
PF3D7_1101200.1-p1	E.R.	8	2
PF3D7_1101200.1-p1	lyso	5	3
PF3D7_1101200.1-p1	E.R._golg	5	4
PF3D7_1101300.1-p1	plas	18	1
PF3D7_1101300.1-p1	E.R.	6	2
PF3D7_1101300.1-p1	extr	4	3
PF3D7_1101300.1-p1	E.R._golg	4	4
PF3D7_1102200.1-p1	plas	16	1
PF3D7_1102200.1-p1	mito	6	2
PF3D7_1102200.1-p1	mito_pero	5	3
PF3D7_1102200.1-p1	nucl	3	4
PF3D7_1102200.1-p1	E.R.	3	5
PF3D7_1102200.1-p1	cyto	2	6
PF3D7_1102200.1-p1	pero	2	7
PF3D7_1102300.1-p1	extr	17	1
PF3D7_1102300.1-p1	E.R.	14	2
PF3D7_1102400.1-p1	cyto	18.5	1
PF3D7_1102400.1-p1	cyto_nucl	15.6667	2
PF3D7_1102400.1-p1	nucl	11.5	3
PF3D7_1102400.1-p1	cyto_mito	10.6667	4
PF3D7_1102400.1-p1	cyto_pero	10.1667	5
PF3D7_1102500.1-p1	cyto	16	1
PF3D7_1102500.1-p1	cyto_nucl	12.3333	2
PF3D7_1102500.1-p1	cyto_mito	9.16667	3
PF3D7_1102500.1-p1	nucl	7.5	4
PF3D7_1102500.1-p1	plas	4	5
PF3D7_1102500.1-p1	pero	2.5	6
PF3D7_1102500.1-p1	extr_plas	2.5	7
PF3D7_1102600.1-p1	plas	24	1
PF3D7_1102600.1-p1	pero	6	2
PF3D7_1102700.1-p1	extr	21	1
PF3D7_1102700.1-p1	plas	4	2
PF3D7_1102700.1-p1	E.R.	4	3
PF3D7_1102800.1-p1	extr	21	1
PF3D7_1102800.1-p1	plas	5	2
PF3D7_1102800.1-p1	E.R.	3	3
PF3D7_1102800.1-p1	cyto_plas	3	4
PF3D7_1102900.1-p1	cyto	14	1
PF3D7_1102900.1-p1	mito	9.5	2
PF3D7_1102900.1-p1	E.R._mito	5.5	3
PF3D7_1102900.1-p1	extr	3.5	4
PF3D7_1102900.1-p1	pero	3	5
PF3D7_1102900.1-p1	extr_plas	3	6
PF3D7_1103000.1-p1	cyto	8	1
PF3D7_1103000.1-p1	plas	7.5	2
PF3D7_1103000.1-p1	mito	5.5	3
PF3D7_1103000.1-p1	extr_plas	5	4
PF3D7_1103000.1-p1	cyto_golg	5	5
PF3D7_1103000.1-p1	nucl	4	6
PF3D7_1103000.1-p1	mito_pero	3.5	7
PF3D7_1103100.1-p1	cyto	17	1
PF3D7_1103100.1-p1	extr	7	2
PF3D7_1103100.1-p1	nucl	5	3
PF3D7_1103400.1-p1	cyto	11.5	1
PF3D7_1103400.1-p1	cyto_nucl	9	2
PF3D7_1103400.1-p1	extr	8	3
PF3D7_1103400.1-p1	nucl	5.5	4
PF3D7_1103400.1-p1	mito	3	5
PF3D7_1103400.1-p1	pero	3	6
PF3D7_1103400.1-p1	mito_pero	3	7
PF3D7_1103500.1-p1	pero	11	1
PF3D7_1103500.1-p1	plas	6.5	2
PF3D7_1103500.1-p1	cyto_pero	6.5	3
PF3D7_1103500.1-p1	extr_plas	5	4
PF3D7_1103500.1-p1	E.R.	4	5
PF3D7_1103500.1-p1	golg	4	6
PF3D7_1103500.1-p1	E.R._golg	4	7
PF3D7_1103600.1-p1	cyto	21.5	1
PF3D7_1103600.1-p1	cyto_nucl	14	2
PF3D7_1103600.1-p1	nucl	5.5	3
PF3D7_1103600.1-p1	extr	2	4
